1.54|-0.90439894286087
2.02|-1.1880024939382
0.42|-0.81322914905827
1.54|-0.90439894286087
2.34|-1.3770715279897
0.17|-0.78524278983599
2.45|-1.4420640084449
1.78|-1.0462007183995
0.47|-0.81507414701177
2.33|-1.3711631206756
2.42|-1.4243387865026
1.11|-0.83869012081661
1.07|-0.8372141224538
0.57|-0.81876414291877
1.6|-0.93984938674553
2.59|-1.5247817108425
1.35|-0.84754611099342
2.55|-1.501148081586
1.2|-0.84201111713291
1.79|-1.0521091257136
2.14|-1.2589033817075
2.64|-1.554323747413
2.2|-1.2943538255922
2.15|-1.2648117890216
1.09|-0.83795212163521
1.67|-0.98120823794431
0.25|-0.80695615601635
2.72|-1.6015910059259
1.8|-1.0580175330277
2.52|-1.4834228596437
0.05|-0.72144073376105
0.04|-0.7161238957548
1.56|-0.91621575748909
0.39|-0.81212215028616
1.94|-1.1407352354253
0.82|-0.82798913268629
1.19|-0.84164211754221
1.51|-0.88667372091854
2.22|-1.3061706402204
2.98|-1.7552095960928
1.28|-0.84496311385852
1.86|-1.0934679769124
2.51|-1.4775144523296
0.83|-0.82835813227699
2.29|-1.3475294914192
0.9|-0.83094112941189
1.55|-0.91030735017498
0.04|-0.7161238957548
2.39|-1.4066135645603
0.22|-0.80584915724425
1.91|-1.123010013483
2.71|-1.5956825986118
2.88|-1.6961255229517
1.59|-0.93394097943142
0.14|-0.76929227581725
1.03|-0.835738124091
1.66|-0.9752998306302
0.95|-0.8327861273654
0.57|-0.81876414291877
1.9|-1.1171016061688
2.2|-1.2943538255922
2.61|-1.5365985254707
0.84|-0.82872713186769
0.46|-0.81470514742107
2.96|-1.7433927814646
2.33|-1.3711631206756
2.45|-1.4420640084449
3.1|-1.8261104838621
1.83|-1.0757427549701
2.77|-1.6311330424965
1.03|-0.835738124091
1.38|-0.84865310976552
0.71|-0.82393013718858
2.49|-1.4656976377014
1.66|-0.9752998306302
0.86|-0.82946513104909
1.74|-1.0225670891431
1.86|-1.0934679769124
1.68|-0.98711664525842
0.71|-0.82393013718858
2.59|-1.5247817108425
1.29|-0.84533211344922
3.14|-1.8497441131186
2.22|-1.3061706402204
2.67|-1.5720489693554
0.57|-0.81876414291877
2.62|-1.5425069327848
2.52|-1.4834228596437
1.74|-1.0225670891431
2.26|-1.3298042694768
0.97|-0.8335241265468
2.79|-1.6429498571247
0.94|-0.8324171277747
1.02|-0.8353691245003
1.73|-1.016658681829
1.39|-0.84902210935622
1.74|-1.0225670891431
0.62|-0.82060914087228
0.97|-0.8335241265468
2.51|-1.4775144523296
